1002446951,1
1002446951,0
1002461430,1
1002461430,0
1002475909,1
1002475909,0
1002490388,1
1002490388,0
1002504867,1
1002504867,0
1002519346,1
1002519346,0
1002533825,1
1002533825,0
1002548304,1
1002548304,0
1002562783,1
1002562783,0
1002577262,1
1002577262,0
1002591741,1
1002591741,0
1002606220,1
1002606220,0
1002620699,1
1002620699,0
1002635178,1
1002635178,0
1002649657,1
1002649657,0
1002664136,1
1002664136,0
1002678615,1
1002678615,0
1002693094,1
1002693094,0
1002707573,1
1002707573,0
1002722052,1
1002722052,0
1002736531,1
1002736531,0
1002751010,1
1002751010,0
1002765489,1
1002765489,0
1002779968,1
1002779968,0
1002794447,1
1002794447,0
1002808926,1
1002808926,0
1002823405,1
1002823405,0
1002837884,1
1002837884,0
1002852363,1
1002852363,0
1002866842,1
1002866842,0
1002881321,1
1002881321,0
1002895800,1
1002895800,0
1002910279,1
1002910279,0
1002924758,1
1002924758,0
1002939237,1
1002939237,0
1002953716,1
1002953716,0
1002968195,1
1002968195,0
1002982674,1
1002982674,0
1002997153,1
1002997153,0
1003011632,1
1003011632,0
1003026111,1
1003026111,0
1003040590,1
1003040590,0
1003055069,1
1003055069,0
1003069548,1
1003069548,0
1003084027,1
1003084027,0
1003098506,1
1003098506,0
1003112985,1
1003112985,0
1003127464,1
1003127464,0
1003141943,1
1003141943,0
1003156422,1
1003156422,0
1003170901,1
1003170901,0
1003185380,1
1003185380,0
1003199859,1
1003199859,0
1003214338,1
1003214338,0
1003228817,1
1003228817,0
1003243296,1
1003243296,0
1003257775,1
1003257775,0
1003272254,1
1003272254,0
1003286733,1
1003286733,0
1003301212,1
1003301212,0
1003315691,1
1003330170,2
1003344649,3
1003359128,4
1003373607,5
1003388086,6
1003402565,7
1003417044,8
1003431523,9
1003446002,10
1003460481,11
1003474960,12
1003489439,13
1003503918,14
1003518397,15
1003532876,16
1003547355,17
1003561834,18
1003576313,19
1003590792,20
1003605271,21
1003619750,22
1003634229,23
1003648708,24
1003663187,25
1003677666,26
1003692145,27
1003706624,28
1003721103,29
1003735582,30
1003750061,31
1003764540,32
1003779019,33
1003793498,34
1003807977,35
1003822456,36
1003836935,37
1003851414,38
1003865893,39
1003880372,40
1003894851,41
1003909330,42
1003923809,43
1003938288,44
1003952767,45
1003967246,46
1003981725,47
1003996204,48
1004010683,49
1004025162,50
1004039641,51
1004054120,52
1004068599,53
1004083078,54
1004097557,55
1004112036,56
1004126515,57
1004140994,58
1004155473,59
1004169952,60
1004184431,61
1004198910,62
1004213389,63
1004227868,64
1004242347,65
1004256826,66
1004271305,67
1004285784,68
1004300263,69
1004314742,70
1004329221,71
1004343700,72
1004358179,73
1004372658,74
1004387137,75
1004401616,76
1004416095,77
1004430574,78
1004445053,79
1004459532,80
1004474011,81
1004488490,82
1004502969,83
1004517448,84
1004531927,85
1004546406,86
1004560885,87
1004575364,88
1004589843,89
1004604322,90
1004618801,91
1004633280,92
1004647759,93
1004662238,94
1004676717,95
1004691196,96
1004705675,97
1004720154,98
1004734633,99
1004749112,100
1004763591,101
1004778070,102
1004792549,103
1004807028,104
1004821507,105
1004835986,106
1004850465,107
1004864944,108
1004879423,109
1004893902,110
1004908381,111
1004922860,112
1004937339,113
1004951818,114
1004966297,115
1004980776,116
1004995255,117
1005009734,118
1005024213,119
1005038692,120
1005053171,121
1005067650,122
1005082129,123
1005096608,124
1005111087,125
1005125566,126
1005140045,127
1005154524,128
1005169003,129
1005183482,130
1005197961,131
1005212440,132
1005226919,133
1005241398,134
1005244547,133
1005244547,132
1005244547,131
1005244547,130
1005244547,129
1005255877,130
1005266276,129
1005266276,128
1005266276,127
1005266276,126
1005266276,125
1005270356,126
1005284835,127
1005288005,126
1005288005,125
1005288005,124
1005288005,123
1005288005,122
1005299314,123
1005309734,122
1005309734,121
1005309734,120
1005309734,119
1005309734,118
1005313793,119
1005328272,120
1005331463,119
1005331463,118
1005331463,117
1005331463,116
1005331463,115
1005342751,116
1005353192,115
1005353192,114
1005353192,113
1005353192,112
1005353192,111
1005357230,112
1005371709,113
1005374921,112
1005374921,111
1005374921,110
1005374921,109
1005374921,108
1005386188,109
1005396650,108
1005396650,107
1005396650,106
1005396650,105
1005396650,104
1005400667,105
1005415146,106
1005418379,105
1005418379,104
1005418379,103
1005418379,102
1005418379,101
1005429625,102
1005440108,101
1005440108,100
1005440108,99
1005440108,98
1005440108,97
1005444104,98
1005458583,99
1005461837,98
1005461837,97
1005461837,96
1005461837,95
1005461837,94
1005473062,95
1005483566,94
1005483566,93
1005483566,92
1005483566,91
1005483566,90
1005487541,91
1005502020,92
1005505295,91
1005505295,90
1005505295,89
1005505295,88
1005505295,87
1005516499,88
1005527024,87
1005527024,86
1005527024,85
1005527024,84
1005527024,83
1005530978,84
1005545457,85
1005548753,84
1005548753,83
1005548753,82
1005548753,81
1005548753,80
1005559936,81
1005570482,80
1005570482,79
1005570482,78
1005570482,77
1005570482,76
1005574415,77
1005588894,78
1005592211,77
1005592211,76
1005592211,75
1005592211,74
1005592211,73
1005603373,74
