1000014479,1
1000028958,2
1000043437,3
1000057916,4
1000072395,5
1000086874,6
1000101353,7
1000113000,6
1000113000,5
1000113000,4
1000113000,3
1000113000,2
1000115832,3
1000130311,4
1000134729,3
1000134729,2
1000134729,1
1000134729,0
1000144790,1
1000153840,0
1000159269,1
1000165387,0
1000173748,1
1000176934,0
1000188227,1
1000188481,0
1000202706,1
1000202706,0
1000217185,1
1000217185,0
1000231664,1
1000231664,0
1000246143,1
1000246143,0
1000260622,1
1000260622,0
1000275101,1
1000275101,0
1000289580,1
1000289580,0
1000304059,1
1000304059,0
1000318538,1
1000318538,0
1000333017,1
1000333017,0
1000347496,1
1000347496,0
1000361975,1
1000361975,0
1000376454,1
1000376454,0
1000390933,1
1000390933,0
1000405412,1
1000405412,0
1000419891,1
1000419891,0
1000434370,1
1000434370,0
1000448849,1
1000448849,0
1000463328,1
1000463328,0
1000477807,1
1000477807,0
1000492286,1
1000492286,0
1000506765,1
1000506765,0
1000521244,1
1000521244,0
1000535723,1
1000535723,0
1000550202,1
1000550202,0
1000564681,1
1000564681,0
1000579160,1
1000579160,0
1000593639,1
1000593639,0
1000608118,1
1000608118,0
1000622597,1
1000622597,0
1000637076,1
1000637076,0
1000651555,1
1000651555,0
1000666034,1
1000666034,0
1000680513,1
1000680513,0
1000694992,1
1000694992,0
1000709471,1
1000709471,0
1000723950,1
1000723950,0
1000738429,1
1000738429,0
1000752908,1
1000752908,0
1000767387,1
1000767387,0
1000781866,1
1000781866,0
1000796345,1
1000796345,0
1000810824,1
1000810824,0
1000825303,1
1000825303,0
1000839782,1
1000839782,0
1000854261,1
1000854261,0
1000868740,1
1000868740,0
1000883219,1
1000883219,0
1000897698,1
1000897698,0
1000912177,1
1000912177,0
1000926656,1
1000926656,0
1000941135,1
1000941135,0
1000955614,1
1000955614,0
1000970093,1
1000970093,0
1000984572,1
1000984572,0
1000999051,1
1000999051,0
1001013530,1
1001013530,0
1001028009,1
1001028009,0
1001042488,1
1001042488,0
1001056967,1
1001056967,0
1001071446,1
1001071446,0
1001085925,1
1001085925,0
1001100404,1
1001100404,0
1001114883,1
1001114883,0
1001129362,1
1001129362,0
1001143841,1
1001143841,0
1001158320,1
1001158320,0
1001172799,1
1001172799,0
1001187278,1
1001187278,0
1001201757,1
1001201757,0
1001216236,1
1001216236,0
1001230715,1
1001230715,0
1001245194,1
1001245194,0
1001259673,1
1001259673,0
1001274152,1
1001274152,0
1001288631,1
1001288631,0
1001303110,1
1001303110,0
1001317589,1
1001317589,0
1001332068,1
1001332068,0
1001346547,1
1001346547,0
1001361026,1
1001361026,0
1001375505,1
1001375505,0
1001389984,1
1001389984,0
1001404463,1
1001404463,0
1001418942,1
1001418942,0
1001433421,1
1001433421,0
1001447900,1
1001447900,0
1001462379,1
1001462379,0
1001476858,1
1001476858,0
1001491337,1
1001491337,0
1001505816,1
1001505816,0
1001520295,1
1001520295,0
1001534774,1
1001534774,0
1001549253,1
1001549253,0
1001563732,1
1001563732,0
1001578211,1
1001578211,0
1001592690,1
1001592690,0
1001607169,1
1001607169,0
1001621648,1
1001621648,0
1001636127,1
1001636127,0
1001650606,1
1001650606,0
1001665085,1
1001665085,0
1001679564,1
1001679564,0
1001694043,1
1001694043,0
1001708522,1
1001708522,0
1001723001,1
1001723001,0
1001737480,1
1001737480,0
1001751959,1
1001751959,0
1001766438,1
1001766438,0
1001780917,1
1001780917,0
1001795396,1
1001795396,0
1001809875,1
1001809875,0
1001824354,1
1001824354,0
1001838833,1
1001838833,0
1001853312,1
1001853312,0
1001867791,1
1001867791,0
1001882270,1
1001882270,0
1001896749,1
1001896749,0
1001911228,1
1001911228,0
1001925707,1
1001925707,0
1001940186,1
1001940186,0
1001954665,1
1001954665,0
1001969144,1
1001969144,0
1001983623,1
1001983623,0
1001998102,1
1001998102,0
1002012581,1
1002012581,0
1002027060,1
1002027060,0
1002041539,1
1002041539,0
1002056018,1
1002056018,0
1002070497,1
1002070497,0
1002084976,1
1002084976,0
1002099455,1
1002099455,0
1002113934,1
1002113934,0
1002128413,1
1002128413,0
1002142892,1
1002142892,0
1002157371,1
1002157371,0
1002171850,1
1002171850,0
1002186329,1
1002186329,0
1002200808,1
1002200808,0
1002215287,1
1002215287,0
1002229766,1
1002229766,0
1002244245,1
1002244245,0
1002258724,1
1002258724,0
1002273203,1
1002273203,0
1002287682,1
1002287682,0
1002302161,1
1002302161,0
1002316640,1
1002316640,0
1002331119,1
1002331119,0
1002345598,1
1002345598,0
1002360077,1
1002360077,0
1002374556,1
1002374556,0
1002389035,1
1002389035,0
1002403514,1
1002403514,0
1002417993,1
1002417993,0
1002432472,1
1002432472,0
